iter	Passed	Remaining
3839	85014	1686119
3840	85034	1686046
3841	85054	1685998
3842	85075	1685951
3843	85095	1685883
3844	85115	1685821
3845	85135	1685749
3846	85155	1685680
3847	85174	1685601
3848	85194	1685536
3849	85212	1685441
3850	85231	1685356
3851	85250	1685275
3852	85271	1685215
3853	85290	1685144
3854	85310	1685082
3855	85328	1684964
3856	85347	1684890
3857	85366	1684805
3858	85385	1684726
3859	85407	1684704
3860	85429	1684662
3861	85447	1684575
3862	85466	1684489
3863	85484	1684384
3864	85502	1684267
3865	85520	1684178
3866	85541	1684128
3867	85560	1684054
3868	85581	1683992
3869	85600	1683916
3870	85620	1683857
3871	85640	1683794
3872	85660	1683736
3873	85680	1683671
3874	85701	1683613
3875	85719	1683525
3876	85741	1683488
3877	85760	1683399
3878	85780	1683344
3879	85800	1683288
3880	85823	1683276
3881	85843	1683204
3882	85861	1683113
3883	85881	1683037
3884	85900	1682962
3885	85922	1682930
3886	85942	1682883
3887	85963	1682830
3888	85984	1682796
3889	86007	1682774
3890	86029	1682767
3891	86051	1682736
3892	86072	1682699
3893	86093	1682640
3894	86112	1682562
3895	86132	1682508
3896	86154	1682480
3897	86175	1682440
3898	86197	1682401
3899	86216	1682332
3900	86238	1682293
3901	86257	1682227
3902	86277	1682159
3903	86296	1682078
3904	86316	1682004
3905	86336	1681938
3906	86355	1681873
3907	86375	1681803
3908	86395	1681737
3909	86416	1681696
3910	86438	1681670
3911	86460	1681649
3912	86481	1681605
3913	86504	1681609
3914	86524	1681535
3915	86543	1681461
3916	86560	1681333
3917	86579	1681256
3918	86600	1681203
3919	86620	1681153
3920	86640	1681085
3921	86661	1681030
3922	86681	1680967
3923	86701	1680914
3924	86723	1680890
3925	86744	1680840
3926	86765	1680796
3927	86785	1680748
3928	86810	1680776
3929	86833	1680767
3930	86856	1680765
3931	86876	1680704
3932	86898	1680680
3933	86921	1680670
3934	86943	1680654
3935	86967	1680667
3936	86993	1680711
3937	87016	1680706
3938	87038	1680691
3939	87060	1680668
3940	87082	1680641
3941	87104	1680625
3942	87127	1680603
3943	87146	1680537
3944	87168	1680516
3945	87190	1680481
3946	87212	1680461
3947	87236	1680464
3948	87258	1680441
3949	87279	1680416
3950	87302	1680405
3951	87323	1680367
3952	87346	1680362
3953	87370	1680371
3954	87397	1680433
3955	87424	1680518
3956	87448	1680535
3957	87472	1680533
3958	87494	1680514
3959	87513	1680435
3960	87532	1680359
3961	87554	1680321
3962	87574	1680261
3963	87595	1680226
3964	87616	1680180
3965	87635	1680105
3966	87654	1680027
3967	87673	1679943
3968	87692	1679850
3969	87710	1679754
3970	87729	1679680
3971	87749	1679608
3972	87770	1679576
3973	87790	1679503
3974	87811	1679460
3975	87830	1679386
3976	87850	1679318
3977	87870	1679262
3978	87891	1679215
3979	87911	1679159
3980	87930	1679068
3981	87950	1679011
3982	87972	1678980
3983	87993	1678947
3984	88018	1678974
3985	88042	1678991
3986	88093	1679518
3987	88122	1679634
3988	88146	1679647
3989	88168	1679624
3990	88187	1679537
3991	88205	1679434
3992	88222	1679318
3993	88241	1679233
3994	88259	1679144
3995	88278	1679057
3996	88298	1678997
3997	88316	1678898
3998	88335	1678817
3999	88353	1678725
4000	88372	1678639
4001	88391	1678551
4002	88410	1678468
4003	88427	1678355
4004	88446	1678267
4005	88466	1678221
4006	88487	1678167
4007	88507	1678105
4008	88526	1678026
4009	88545	1677945
4010	88564	1677870
4011	88584	1677815
4012	88604	1677742
4013	88624	1677690
4014	88649	1677724
4015	88674	1677755
4016	88696	1677733
4017	88718	1677705
4018	88739	1677667
4019	88758	1677574
4020	88775	1677460
4021	88794	1677375
4022	88811	1677254
4023	88831	1677206
4024	88851	1677139
4025	88873	1677113
4026	88896	1677111
4027	88918	1677084
4028	88940	1677058
4029	88961	1677025
4030	88984	1677018
4031	89008	1677033
4032	89029	1676997
4033	89052	1676985
4034	89074	1676970
4035	89096	1676940
4036	89120	1676953
4037	89142	1676924
4038	89164	1676898
4039	89188	1676915
4040	89210	1676903
4041	89233	1676891
4042	89259	1676941
4043	89284	1676978
4044	89309	1677003
4045	89330	1676966
4046	89352	1676938
4047	89375	1676933
4048	89401	1676985
4049	89422	1676949
4050	89443	1676908
4051	89467	1676926
4052	89488	1676885
4053	89509	1676843
4054	89532	1676829
4055	89552	1676773
4056	89572	1676710
4057	89595	1676694
4058	89619	1676710
4059	89696	1677728
4060	89726	1677852
4061	89750	1677867
4062	89773	1677858
4063	89795	1677839
4064	89819	1677845
4065	89841	1677826
4066	89868	1677896
4067	89891	1677895
4068	89913	1677864
4069	89935	1677840
4070	89955	1677786
4071	89977	1677755
4072	90001	1677766
4073	90023	1677744
4074	90043	1677681
4075	90065	1677651
4076	90084	1677573
4077	90103	1677501
4078	90123	1677428
4079	90142	1677365
4080	90164	1677330
4081	90186	1677318
4082	90210	1677331
4083	90270	1677996
4084	90295	1678030
4085	90319	1678049
4086	90340	1678002
4087	90361	1677962
4088	90383	1677948
4089	90406	1677926
4090	90431	1677959
4091	90453	1677938
4092	90473	1677889
4093	90491	1677779
4094	90508	1677671
4095	90529	1677615
4096	90592	1678360
4097	90615	1678351
4098	90640	1678382
4099	90658	1678288
4100	90675	1678170
4101	90694	1678098
4102	90714	1678023
4103	90732	1677922
4104	90748	1677798
4105	90767	1677715
4106	90785	1677623
4107	90806	1677576
4108	90824	1677483
4109	90841	1677368
4110	90861	1677305
4111	90881	1677238
4112	90900	1677169
4113	90919	1677089
4114	90939	1677018
4115	90958	1676940
4116	90979	1676891
4117	91003	1676909
4118	91026	1676899
4119	91048	1676890
4120	91068	1676828
4121	91088	1676760
4122	91105	1676651
4123	91124	1676561
4124	91144	1676497
4125	91162	1676418
4126	91182	1676354
4127	91199	1676235
4128	91218	1676159
4129	91237	1676082
4130	91256	1676002
4131	91276	1675933
4132	91295	1675858
4133	91314	1675771
4134	91332	1675686
4135	91352	1675624
4136	91374	1675589
4137	91394	1675533
4138	91414	1675478
4139	91433	1675393
4140	91452	1675320
4141	91471	1675240
4142	91490	1675153
4143	91517	1675227
4144	91548	1675365
4145	91569	1675332
4146	91590	1675291
4147	91610	1675233
4148	91629	1675149
4149	91647	1675057
4150	91665	1674946
4151	91684	1674874
4152	91704	1674809
4153	91722	1674725
4154	91740	1674619
4155	91759	1674538
4156	91778	1674467
4157	91798	1674409
4158	91820	1674378
4159	91843	1674379
4160	91865	1674348
4161	91891	1674405
4162	91920	1674512
4163	91948	1674593
4164	91968	1674525
4165	91989	1674499
4166	92017	1674584
4167	92041	1674584
4168	92065	1674596
4169	92084	1674518
4170	92102	1674430
4171	92122	1674376
4172	92146	1674383
4173	92164	1674291
4174	92183	1674206
4175	92201	1674114
4176	92219	1674017
4177	92238	1673935
4178	92257	1673863
4179	92275	1673770
4180	92294	1673681
4181	92313	1673601
4182	92332	1673520
4183	92351	1673446
4184	92368	1673341
4185	92385	1673219
4186	92402	1673107
4187	92419	1672989
4188	92435	1672872
4189	92453	1672770
4190	92470	1672654
4191	92487	1672548
4192	92505	1672440
4193	92522	1672340
4194	92539	1672222
4195	92556	1672113
4196	92573	1671998
4197	92592	1671915
4198	92610	1671816
4199	92628	1671730
4200	92647	1671646
4201	92666	1671570
4202	92685	1671499
4203	92705	1671431
4204	92725	1671372
4205	92745	1671313
4206	92766	1671268
4207	92785	1671206
4208	92807	1671165
4209	92825	1671082
4210	92844	1670996
4211	92863	1670917
4212	92882	1670845
4213	92901	1670768
4214	92918	1670661
4215	92935	1670549
4216	92952	1670429
4217	92969	1670317
4218	92987	1670221
4219	93004	1670118
4220	93023	1670044
4221	93042	1669957
4222	93061	1669878
4223	93079	1669794
4224	93098	1669721
4225	93116	1669625
4226	93134	1669528
4227	93153	1669439
4228	93171	1669362
4229	93191	1669286
4230	93210	1669213
4231	93228	1669128
4232	93246	1669034
4233	93265	1668949
4234	93283	1668865
4235	93301	1668768
4236	93319	1668668
4237	93337	1668578
4238	93355	1668479
4239	93373	1668385
4240	93390	1668280
4241	93408	1668192
4242	93426	1668094
4243	93445	1668008
4244	93464	1667933
4245	93482	1667852
4246	93501	1667769
4247	93520	1667690
4248	93538	1667609
4249	93557	1667526
4250	93576	1667447
4251	93595	1667371
4252	93614	1667291
4253	93633	1667215
4254	93651	1667135
4255	93670	1667059
4256	93689	1666973
4257	93707	1666888
4258	93725	1666796
4259	93744	1666706
4260	93762	1666613
4261	93780	1666536
4262	93799	1666448
4263	93817	1666355
4264	93834	1666256
4265	93853	1666172
4266	93871	1666077
4267	93889	1665983
4268	93907	1665890
4269	93925	1665796
4270	93942	1665698
4271	93961	1665611
4272	93979	1665528
4273	93998	1665450
4274	94016	1665358
4275	94034	1665258
4276	94051	1665161
4277	94070	1665085
4278	94091	1665031
4279	94111	1664976
4280	94132	1664943
4281	94151	1664859
4282	94169	1664776
4283	94188	1664703
4284	94208	1664635
4285	94227	1664563
4286	94245	1664474
4287	94265	1664416
4288	94284	1664339
4289	94302	1664247
4290	94321	1664183
4291	94340	1664107
4292	94360	1664040
4293	94379	1663978
4294	94399	1663912
4295	94418	1663847
4296	94438	1663776
4297	94457	1663713
4298	94476	1663635
4299	94496	1663572
4300	94516	1663527
4301	94536	1663467
4302	94556	1663415
4303	94577	1663364
4304	94597	1663305
4305	94615	1663215
4306	94634	1663154
4307	94654	1663090
4308	94674	1663025
4309	94693	1662956
4310	94712	1662880
4311	94730	1662800
4312	94750	1662736
4313	94769	1662662
4314	94788	1662592
4315	94807	1662519
4316	94828	1662481
4317	94850	1662453
4318	94869	1662388
4319	94890	1662341
4320	94910	1662285
4321	94930	1662223
4322	94950	1662169
4323	94970	1662113
4324	94990	1662054
4325	95011	1662013
4326	95030	1661947
4327	95051	1661910
4328	95071	1661846
4329	95089	1661767
4330	95109	1661700
4331	95128	1661623
4332	95146	1661542
4333	95167	1661499
4334	95187	1661451
4335	95209	1661424
4336	95230	1661378
4337	95251	1661350
4338	95272	1661299
4339	95291	1661237
4340	95311	1661182
4341	95332	1661143
4342	95352	1661084
4343	95373	1661037
4344	95393	1660982
4345	95413	1660924
4346	95433	1660867
4347	95452	1660804
4348	95472	1660740
4349	95491	1660668
4350	95510	1660605
4351	95530	1660546
4352	95550	1660487
4353	95569	1660417
4354	95589	1660367
4355	95609	1660312
4356	95628	1660230
4357	95648	1660168
4358	95666	1660090
4359	95686	1660021
4360	95703	1659923
4361	95723	1659861
4362	95742	1659794
4363	95761	1659726
4364	95783	1659699
4365	95802	1659633
4366	95819	1659517
4367	95838	1659449
4368	95858	1659383
4369	95877	1659314
4370	95896	1659251
4371	95915	1659167
4372	95933	1659089
4373	95952	1659005
4374	95971	1658940
4375	95990	1658860
4376	96008	1658767
4377	96025	1658668
4378	96044	1658591
4379	96063	1658528
4380	96083	1658462
4381	96101	1658371
4382	96119	1658285
4383	96138	1658208
4384	96157	1658137
4385	96175	1658058
4386	96194	1657987
4387	96212	1657895
4388	96230	1657795
4389	96248	1657705
4390	96266	1657628
4391	96285	1657544
4392	96303	1657463
4393	96320	1657359
4394	96339	1657283
4395	96356	1657179
4396	96376	1657120
4397	96394	1657034
4398	96415	1656988
4399	96432	1656890
4400	96450	1656792
4401	96467	1656695
4402	96486	1656619
4403	96506	1656567
4404	96523	1656465
4405	96541	1656362
4406	96558	1656264
4407	96575	1656151
4408	96593	1656063
4409	96614	1656029
4410	96633	1655958
4411	96650	1655859
4412	96666	1655729
4413	96682	1655600
4414	96700	1655520
4415	96716	1655402
4416	96733	1655289
4417	96751	1655207
4418	96769	1655116
4419	96788	1655033
4420	96805	1654937
4421	96823	1654853
4422	96842	1654778
4423	96862	1654712
4424	96880	1654628
4425	96898	1654537
4426	96916	1654448
4427	96932	1654333
4428	96950	1654249
4429	96966	1654129
4430	96988	1654104
4431	97007	1654031
4432	97027	1653970
4433	97046	1653906
4434	97064	1653816
4435	97080	1653694
4436	97098	1653601
4437	97114	1653487
4438	97131	1653374
4439	97148	1653270
4440	97164	1653160
4441	97184	1653092
4442	97200	1652978
4443	97216	1652862
4444	97233	1652748
4445	97250	1652644
4446	97267	1652539
4447	97283	1652426
4448	97300	1652317
4449	97316	1652197
4450	97333	1652093
4451	97350	1651981
4452	97366	1651865
4453	97382	1651746
4454	97398	1651620
4455	97415	1651516
4456	97433	1651435
4457	97450	1651328
4458	97467	1651214
4459	97483	1651091
4460	97498	1650965
4461	97514	1650841
4462	97532	1650746
4463	97551	1650684
4464	97571	1650637
4465	97590	1650563
4466	97611	1650515
4467	97630	1650453
4468	97649	1650381
4469	97671	1650359
4470	97693	1650349
4471	97713	1650297
4472	97733	1650237
4473	97753	1650185
4474	97772	1650123
4475	97794	1650095
4476	97813	1650032
4477	97835	1649999
4478	97856	1649970
4479	97878	1649958
4480	97899	1649910
4481	97918	1649851
4482	97939	1649810
4483	97960	1649772
4484	97983	1649764
4485	98002	1649708
4486	98022	1649651
4487	98043	1649614
4488	98062	1649544
4489	98081	1649465
4490	98100	1649395
4491	98118	1649322
4492	98137	1649254
4493	98157	1649189
4494	98176	1649116
4495	98194	1649039
4496	98212	1648952
4497	98232	1648902
4498	98251	1648834
4499	98270	1648754
4500	98289	1648695
4501	98310	1648650
4502	98327	1648550
4503	98345	1648464
4504	98364	1648396
4505	98384	1648344
4506	98404	1648298
4507	98425	1648254
4508	98444	1648185
4509	98464	1648127
4510	98485	1648100
4511	98505	1648044
4512	98527	1648034
4513	98549	1648000
4514	98569	1647955
4515	98591	1647934
4516	98611	1647885
4517	98631	1647837
4518	98651	1647775
4519	98672	1647736
4520	98693	1647704
4521	98712	1647642
4522	98731	1647573
4523	98751	1647511
4524	98770	1647455
4525	98789	1647384
4526	98808	1647303
4527	98827	1647240
4528	98846	1647164
4529	98864	1647093
4530	98884	1647039
4531	98907	1647025
4532	98928	1647004
4533	98950	1646979
4534	98970	1646932
4535	98992	1646915
4536	99015	1646896
4537	99036	1646874
4538	99057	1646832
4539	99080	1646830
4540	99100	1646783
4541	99124	1646787
4542	99147	1646793
4543	99170	1646782
4544	99193	1646792
4545	99215	1646771
4546	99240	1646801
4547	99261	1646766
4548	99284	1646764
4549	99305	1646726
4550	99326	1646686
4551	99347	1646646
4552	99367	1646599
4553	99387	1646552
4554	99408	1646512
4555	99428	1646460
4556	99446	1646379
4557	99466	1646328
4558	99491	1646351
4559	99514	1646357
4560	99539	1646379
4561	99561	1646369
4562	99584	1646356
4563	99607	1646363
4564	99631	1646367
4565	99652	1646344
4566	99674	1646321
4567	99698	1646333
4568	99718	1646281
4569	99739	1646244
4570	99760	1646208
4571	99781	1646168
4572	99799	1646098
4573	99818	1646028
4574	99837	1645951
4575	99857	1645904
4576	99877	1645855
4577	99898	1645808
4578	99918	1645759
4579	99937	1645689
4580	99958	1645666
4581	99982	1645672
4582	100005	1645673
4583	100027	1645649
4584	100047	1645600
4585	100067	1645550
4586	100090	1645540
4587	100109	1645482
4588	100128	1645418
4589	100147	1645345
4590	100166	1645270
4591	100184	1645184
4592	100202	1645106
4593	100222	1645051
4594	100240	1644977
4595	100260	1644924
4596	100279	1644849
4597	100297	1644765
4598	100318	1644724
4599	100339	1644697
4600	100360	1644660
4601	100382	1644645
4602	100403	1644610
4603	100424	1644572
4604	100445	1644538
4605	100466	1644503
4606	100488	1644485
4607	100510	1644458
4608	100530	1644415
4609	100551	1644371
4610	100570	1644309
4611	100591	1644271
4612	100615	1644285
4613	100640	1644320
4614	100662	1644304
4615	100683	1644272
4616	100705	1644240
4617	100725	1644196
4618	100746	1644153
4619	100766	1644110
4620	100790	1644125
4621	100811	1644081
4622	100831	1644038
4623	100853	1644019
4624	100874	1643987
4625	100896	1643961
4626	100917	1643923
4627	100938	1643899
4628	100960	1643866
4629	100981	1643841
4630	101003	1643818
4631	101024	1643781
4632	101045	1643743
4633	101066	1643708
4634	101088	1643699
4635	101109	1643659
4636	101129	1643617
4637	101151	1643586
4638	101172	1643559
4639	101193	1643518
4640	101213	1643466
4641	101233	1643424
4642	101254	1643391
4643	101275	1643346
4644	101295	1643304
4645	101316	1643258
4646	101337	1643224
4647	101358	1643196
4648	101379	1643153
4649	101401	1643142
4650	101423	1643125
4651	101445	1643103
4652	101466	1643069
4653	101488	1643050
4654	101509	1643009
4655	101530	1642975
4656	101551	1642945
4657	101572	1642917
4658	101594	1642897
4659	101616	1642867
4660	101639	1642866
4661	101661	1642859
4662	101685	1642860
4663	101706	1642835
4664	101731	1642860
4665	101756	1642889
4666	101780	1642902
4667	101804	1642916
4668	101827	1642913
4669	101851	1642920
4670	101874	1642926
4671	101897	1642929
4672	101921	1642928
4673	101944	1642935
4674	101968	1642946
4675	101993	1642971
4676	102016	1642972
4677	102040	1642988
4678	102063	1642988
4679	102088	1643006
4680	102110	1642998
4681	102135	1643020
4682	102159	1643037
4683	102181	1643026
4684	102203	1642996
4685	102224	1642967
4686	102247	1642959
4687	102269	1642950
4688	102291	1642926
4689	102312	1642889
4690	102334	1642869
4691	102354	1642825
4692	102375	1642786
4693	102396	1642748
4694	102420	1642766
4695	102445	1642800
4696	102470	1642815
4697	102492	1642802
4698	102514	1642783
4699	102535	1642750
4700	102555	1642706
4701	102577	1642687
4702	102599	1642661
4703	102620	1642621
4704	102641	1642590
4705	102671	1642698
4706	102699	1642776
4707	102724	1642811
4708	102746	1642786
4709	102768	1642762
4710	102788	1642718
4711	102810	1642694
4712	102831	1642667
4713	102853	1642639
4714	102874	1642606
4715	102895	1642577
4716	102916	1642547
4717	102938	1642522
4718	102960	1642504
4719	102984	1642512
4720	103006	1642497
4721	103028	1642475
4722	103050	1642465
4723	103073	1642454
4724	103096	1642450
4725	103119	1642449
4726	103142	1642451
4727	103164	1642426
4728	103186	1642416
4729	103208	1642391
4730	103230	1642364
4731	103254	1642380
4732	103276	1642357
4733	103299	1642367
4734	103321	1642344
4735	103342	1642315
4736	103365	1642309
4737	103387	1642292
4738	103409	1642260
4739	103433	1642272
4740	103453	1642233
4741	103475	1642202
4742	103497	1642188
4743	103518	1642149
4744	103536	1642068
4745	103554	1641990
4746	103573	1641924
4747	103592	1641863
4748	103615	1641854
4749	103636	1641817
4750	103657	1641777
4751	103675	1641708
4752	103697	1641689
4753	103719	1641663
4754	103740	1641626
4755	103760	1641586
4756	103781	1641550
4757	103801	1641499
4758	103822	1641459
4759	103843	1641427
4760	103866	1641423
4761	103888	1641404
4762	103909	1641366
4763	103928	1641301
4764	103947	1641239
4765	103972	1641264
4766	103996	1641279
4767	104019	1641269
4768	104041	1641252
4769	104064	1641250
4770	104086	1641235
4771	104106	1641185
4772	104127	1641148
4773	104149	1641123
4774	104170	1641093
4775	104191	1641063
4776	104212	1641022
4777	104233	1640997
4778	104255	1640970
4779	104276	1640939
4780	104297	1640909
4781	104318	1640870
4782	104339	1640829
4783	104360	1640794
4784	104381	1640759
4785	104401	1640708
4786	104420	1640647
4787	104439	1640581
4788	104460	1640540
4789	104480	1640500
4790	104500	1640444
4791	104520	1640388
4792	104540	1640340
4793	104560	1640293
4794	104581	1640254
4795	104601	1640212
4796	104621	1640155
4797	104641	1640108
4798	104662	1640075
4799	104683	1640034
4800	104702	1639980
4801	104722	1639929
4802	104742	1639875
4803	104762	1639822
4804	104781	1639764
4805	104802	1639722
4806	104821	1639665
4807	104842	1639620
4808	104864	1639598
4809	104886	1639585
4810	104930	1639914
4811	104956	1639957
4812	104989	1640115
4813	105012	1640098
4814	105034	1640082
4815	105055	1640056
4816	105076	1640019
4817	105097	1639984
4818	105118	1639946
4819	105139	1639909
4820	105160	1639874
4821	105181	1639843
4822	105200	1639773
4823	105220	1639730
4824	105240	1639685
4825	105261	1639650
4826	105282	1639604
4827	105301	1639542
4828	105320	1639480
4829	105340	1639424
4830	105358	1639341
4831	105377	1639279
4832	105395	1639202
4833	105416	1639165
4834	105438	1639148
4835	105461	1639147
4836	105483	1639124
4837	105526	1639439
4838	105553	1639492
4839	105578	1639526
4840	105599	1639481
4841	105625	1639526
4842	105649	1639542
4843	105677	1639608
4844	105697	1639568
4845	105717	1639511
4846	105739	1639501
4847	105765	1639539
4848	105790	1639566
4849	105813	1639569
4850	105833	1639512
4851	105855	1639493
4852	105877	1639474
4853	105899	1639454
4854	105921	1639437
4855	105943	1639412
4856	105967	1639424
4857	105988	1639400
4858	106011	1639399
4859	106034	1639386
4860	106053	1639322
4861	106072	1639262
4862	106090	1639176
4863	106109	1639115
4864	106129	1639056
4865	106147	1638978
4866	106163	1638876
4867	106181	1638796
4868	106198	1638700
4869	106217	1638622
4870	106236	1638570
4871	106255	1638490
4872	106275	1638445
4873	106293	1638367
4874	106312	1638300
4875	106330	1638227
4876	106350	1638174
4877	106370	1638116
4878	106389	1638052
4879	106407	1637971
4880	106427	1637925
4881	106446	1637859
4882	106465	1637802
4883	106482	1637696
4884	106499	1637602
4885	106518	1637549
4886	106539	1637506
4887	106559	1637453
4888	106578	1637395
4889	106599	1637354
4890	106618	1637300
4891	106638	1637247
4892	106657	1637186
4893	106677	1637124
4894	106694	1637035
4895	106712	1636959
4896	106732	1636901
4897	106749	1636815
4898	106767	1636733
4899	106786	1636664
4900	106805	1636597
4901	106822	1636507
4902	106839	1636417
4903	106858	1636352
4904	106878	1636292
4905	106898	1636252
4906	106918	1636202
4907	106938	1636147
4908	106960	1636131
4909	106981	1636095
4910	107000	1636040
4911	107020	1635988
4912	107040	1635941
4913	107060	1635885
4914	107079	1635824
4915	107100	1635792
4916	107124	1635794
4917	107146	1635784
4918	107166	1635738
4919	107186	1635686
4920	107206	1635640
4921	107225	1635570
4922	107244	1635506
4923	107264	1635449
4924	107283	1635386
4925	107300	1635297
4926	107318	1635219
4927	107336	1635144
4928	107356	1635091
4929	107377	1635053
4930	107398	1635017
4931	107417	1634961
4932	107440	1634958
4933	107461	1634919
4934	107483	1634896
4935	107501	1634820
4936	107523	1634804
4937	107542	1634737
4938	107562	1634685
4939	107579	1634597
4940	107598	1634532
4941	107615	1634440
4942	107632	1634351
4943	107650	1634263
4944	107669	1634199
4945	107685	1634097
4946	107701	1633980
4947	107717	1633876
4948	107735	1633800
4949	107752	1633706
4950	107769	1633603
4951	107787	1633523
4952	107804	1633439
4953	107822	1633357
4954	107839	1633262
4955	107856	1633161
4956	107873	1633076
4957	107889	1632972
4958	107908	1632906
4959	107928	1632854
4960	107945	1632759
4961	107967	1632738
4962	107987	1632686
4963	108007	1632645
4964	108027	1632602
4965	108047	1632549
4966	108064	1632456
4967	108082	1632375
4968	108099	1632286
4969	108118	1632224
4970	108138	1632171
4971	108158	1632118
4972	108178	1632069
4973	108197	1632012
4974	108217	1631961
4975	108237	1631915
4976	108257	1631863
4977	108277	1631811
4978	108296	1631755
4979	108315	1631699
4980	108335	1631639
4981	108355	1631591
4982	108375	1631541
4983	108394	1631488
4984	108415	1631445
4985	108434	1631382
4986	108454	1631334
4987	108474	1631289
4988	108493	1631234
4989	108512	1631159
4990	108529	1631080
4991	108548	1631014
4992	108567	1630943
4993	108588	1630910
4994	108607	1630847
4995	108624	1630756
4996	108641	1630667
4997	108658	1630576
4998	108675	1630483
4999	108693	1630398
5000	108710	1630313
5001	108728	1630225
5002	108745	1630144
5003	108763	1630067
5004	108781	1629978
5005	108799	1629901
5006	108817	1629822
5007	108834	1629733
5008	108851	1629645
5009	108869	1629559
5010	108886	1629476
5011	108904	1629391
5012	108921	1629309
5013	108940	1629236
5014	108959	1629180
5015	108978	1629110
5016	108995	1629029
5017	109013	1628949
5018	109032	1628876
5019	109050	1628809
5020	109068	1628726
5021	109086	1628655
5022	109104	1628581
5023	109123	1628513
5024	109141	1628434
5025	109160	1628377
5026	109178	1628293
5027	109195	1628210
5028	109214	1628139
5029	109233	1628080
5030	109251	1627999
5031	109270	1627936
5032	109286	1627837
5033	109303	1627747
5034	109322	1627676
5035	109343	1627639
5036	109365	1627631
5037	109387	1627615
5038	109410	1627611
5039	109432	1627592
5040	109450	1627512
5041	109469	1627457
5042	109489	1627404
5043	109506	1627320
5044	109526	1627268
5045	109545	1627204
5046	109564	1627147
5047	109585	1627115
5048	109605	1627060
5049	109625	1627016
5050	109645	1626962
5051	109667	1626944
5052	109688	1626918
5053	109710	1626896
5054	109729	1626847
5055	109752	1626843
5056	109773	1626806
5057	109795	1626788
5058	109818	1626781
5059	109840	1626762
5060	109863	1626763
5061	109886	1626756
5062	109904	1626689
5063	109923	1626622
5064	109941	1626544
5065	109962	1626513
5066	109984	1626497
5067	110004	1626451
5068	110024	1626401
5069	110046	1626391
5070	110068	1626372
5071	110088	1626326
5072	110107	1626260
5073	110128	1626226
5074	110150	1626211
5075	110172	1626194
5076	110196	1626202
5077	110219	1626207
5078	110239	1626156
5079	110259	1626116
5080	110280	1626071
5081	110303	1626070
5082	110323	1626032
5083	110343	1625982
5084	110363	1625932
5085	110383	1625888
5086	110403	1625845
5087	110423	1625787
5088	110442	1625740
5089	110463	1625698
5090	110483	1625658
5091	110503	1625610
5092	110523	1625566
5093	110542	1625493
5094	110561	1625432
5095	110579	1625365
5096	110599	1625318
5097	110618	1625250
5098	110636	1625179
5099	110653	1625093
5100	110670	1624995
5101	110687	1624899
5102	110705	1624828
5103	110721	1624724
5104	110739	1624652
5105	110757	1624578
5106	110774	1624488
5107	110791	1624397
5108	110810	1624335
5109	110827	1624247
5110	110844	1624151
5111	110860	1624047
5112	110876	1623941
5113	110892	1623840
5114	110910	1623762
5115	110927	1623674
5116	110949	1623653
5117	110968	1623591
5118	110986	1623516
5119	111004	1623446
5120	111023	1623376
5121	111039	1623280
5122	111056	1623191
5123	111075	1623126
5124	111092	1623038
5125	111111	1622967
5126	111131	1622924
5127	111151	1622876
5128	111171	1622837
5129	111190	1622780
5130	111210	1622734
5131	111230	1622685
5132	111251	1622643
5133	111269	1622577
5134	111289	1622534
5135	111308	1622468
5136	111327	1622411
5137	111347	1622364
5138	111367	1622308
5139	111389	1622292
5140	111411	1622276
5141	111431	1622238
5142	111451	1622189
5143	111469	1622117
5144	111488	1622060
5145	111508	1622005
5146	111530	1621996
5147	111550	1621950
5148	111569	1621884
5149	111588	1621827
5150	111607	1621769
5151	111627	1621718
5152	111649	1621696
5153	111668	1621635
5154	111688	1621597
5155	111707	1621542
5156	111725	1621463
5157	111746	1621424
5158	111766	1621387
5159	111786	1621337
5160	111805	1621270
5161	111825	1621227
5162	111846	1621193
5163	111868	1621187
5164	111889	1621151
5165	111913	1621163
5166	111932	1621103
5167	111953	1621069
5168	111971	1621005
5169	111990	1620931
5170	112009	1620871
5171	112030	1620844
5172	112050	1620801
5173	112070	1620753
5174	112091	1620718
5175	112112	1620687
5176	112132	1620645
5177	112152	1620602
5178	112171	1620547
5179	112191	1620499
5180	112212	1620469
5181	112233	1620432
5182	112253	1620382
5183	112273	1620342
5184	112293	1620293
5185	112316	1620287
5186	112337	1620259
5187	112358	1620228
5188	112380	1620209
5189	112400	1620163
5190	112419	1620114
5191	112439	1620061
5192	112460	1620036
5193	112481	1619998
5194	112502	1619974
5195	112526	1619984
5196	112548	1619966
5197	112566	1619898
5198	112586	1619848
5199	112606	1619802
5200	112625	1619737
5201	112647	1619729
5202	112668	1619695
5203	112690	1619680
5204	112713	1619671
5205	112736	1619674
5206	112759	1619663
5207	112782	1619666
5208	112805	1619661
5209	112828	1619656
5210	112851	1619656
5211	112873	1619647
5212	112896	1619638
5213	112917	1619610
5214	112939	1619599
5215	112962	1619591
5216	112983	1619555
5217	113003	1619512
5218	113025	1619493
5219	113044	1619443
5220	113066	1619416
5221	113087	1619386
5222	113108	1619365
5223	113129	1619331
5224	113150	1619304
5225	113170	1619257
5226	113191	1619220
5227	113211	1619173
5228	113231	1619126
5229	113250	1619068
5230	113270	1619018
5231	113290	1618986
5232	113311	1618942
5233	113332	1618912
5234	113353	1618883
5235	113374	1618851
5236	113395	1618830
